road,ga_length,ga_start,ga_end,ga_k_end,ga_kind,ga_q,가로수길길이,가로수길소개,도로명,도로종류,도로구간,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
국도21-구항,36,126,36,126,"왕벚나무, 이팝나무",324,0,"왕벚나무, 이팝나무",국도21,국도,국도21-구항,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
국도21-홍북,36,126,36,126,"왕벚나무, 이팝나무",149,0,"왕벚나무, 이팝나무",국도21,국도,국도21-홍북,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
국도21-금마,36,126,36,126,"왕벚나무, 이팝나무",415,0,"왕벚나무, 이팝나무",국도21,국도,국도21-금마,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
국도21-광천,36,126,36,126,"왕벚나무, 이팝나무",314,0,"왕벚나무, 이팝나무",국도21,국도,국도21-광천,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
의사총사거리~문화회관,36,126,36,126,"소나무, 팥배나무",310,0,"소나무, 팥배나무",국도21,국도,의사총사거리~문화회관,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
장성읍 201호선 가로수길,35.315189,126.836601,35.312309,126.847832,느티나무+이팝나무,253,1.5,유탕 및 서동지구에 가로수 식재로 특색있는 경관 조성,장성읍 201호선,군도,장성 서동 ~ 장성 유탕,061-390-7068,전라남도 장성군청,2019-06-30,4980000,전라남도 장성군
장성읍 208호선 가로수길,35.301339,126.765911,35.309797,126.753014,장미,1462,1.2,열정을 상징하는 장미를 조성하여 연인들이 찾아올 수 있는 가로수길 조성,장성읍 208호선,군도,문화시설사업소 ~ 필압서원,061-390-7068,전라남도 장성군청,2019-06-30,4980000,전라남도 장성군
축령산 진입로 가로수길,35.364544,126.759316,35.375392,126.765112,편백나무,825,1.5,지역축제와 연관한 편백나무길 조성,기타도로,군도,축령산 진입로 입구,061-390-7068,전라남도 장성군청,2019-06-30,4980000,전라남도 장성군
장성읍 201호선 가로수길,35.312515,126.826191,35.315745,126.809742,이팝나무,88,0.8,쌀밥나무라 불려 풍년농사를 기약하는 이팝나무길 조성,장성읍 201호선,군도,서동마을 ~ 유탕저수지,061-390-7068,전라남도 장성군청,2019-06-30,4980000,전라남도 장성군
국지도15호선 가로수길,35.407145,126.891117,35.390284,126.914291,감나무,281,1,군을 대표하는 명품감을 조성함으로써 가을 정서를 만끽할 수 있음,국지도15호선,지방도,북하 중평 ~ 북하 성암,061-390-7068,전라남도 장성군청,2019-06-30,4980000,전라남도 장성군
군도19호선 가로수길,35.345805,126.753607,35.346611,126.760731,은행나무,173,1,청명한 가을하늘을 만끽할 수 있는 은행나무길 조성,군도19호선,군도,서삼 장산 ~ 물류 IC,061-390-7068,전라남도 장성군청,2019-06-30,4980000,전라남도 장성군
군도2호선 가로수길,35.254194,126.776623,35.243471,126.766409,감나무,290,2,군을 대표하는 명품감을 조성함으로써 가을 정서를 만끽할 수 있음,군도2호선,군도,남면 덕성 ~ 남면 마령,061-390-7068,전라남도 장성군청,2019-06-30,4980000,전라남도 장성군
군도19호선 가로수길,35.319414,126.763799,35.346524,126.760755,은행나무,180,1.6,청명한 가을하늘을 만끽할 수 있는 은행나무길 조성,군도19호선,군도,서삼 용흥 ~ 복합화물터미널삼거리,061-390-7068,전라남도 장성군청,2019-06-30,4980000,전라남도 장성군
군도3호선 가로수길,35.219861,126.703252,35.212813,126.691536,왕벚나무,120,1,장성군의 풍광을 부각시킬수 있는 왕벚나무길 조성,군도3호선,군도,동화 송계 ~ 광주경계,061-390-7068,전라남도 장성군청,2019-06-30,4980000,전라남도 장성군
군도2호선 가로수길,35.249919,126.771773,35.263025,126.791085,배롱나무,136,1.7,장성군의 여름숲 배롱나무길 조성,군도2호선,군도,남면 덕성 ~ 남면 덕진,061-390-7068,전라남도 장성군청,2019-06-30,4980000,전라남도 장성군
남면 201호선 가로수실,35.263366,126.791329,35.243111,126.813302,이팝나무,447,3.6,쌀밥나무라 불려 풍년농사를 기약하는 이팝나무길 조성,남면 201호선,군도,남면 녹진 ~ 남면 분향,061-390-7068,전라남도 장성군청,2019-06-30,4980000,전라남도 장성군
군도15호선 가로수길,35.363522,126.725816,35.352119,126.730118,이팝나무,275,2.2,쌀밥나무라 불려 풍년농사를 기약하는 이팝나무길 조성,군도15호선,군도,서삼 추암 ~ 괴정마을 입구,061-390-7068,전라남도 장성군청,2019-06-30,4980000,전라남도 장성군
군도10호선 가로수길,35.311923,126.718919,35.304624,126.751363,이팝나무,302,3,쌀밥나무라 불려 풍년농사를 기약하는 이팝나무길 조성,군도10호선,군도,황룡 필암 ~ 황룡 관동,061-390-7068,전라남도 장성군청,2019-06-30,4980000,전라남도 장성군
군도1호선 가로수길,35.252085,126.862564,35.265822,126.864538,이팝나무,575,2.3,쌀밥나무라 불려 풍년농사를 기약하는 이팝나무길 조성,군도1호선,군도,진원 상림 ~ 진원 학림,061-390-7068,전라남도 장성군청,2019-06-30,4980000,전라남도 장성군
홍성역~예산구길,36,126,36,126,은행나무,43,0,은행나무,대로3-2,도시계획도로,홍성역~예산구길,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
김좌진장군동상~예산구길,36,126,36,126,은행나무,117,0,은행나무,대로3-2,도시계획도로,김좌진장군동상~예산구길,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
농공단지입구~소암리,36,126,36,126,이팝나무,171,0,이팝나무,대로3-2,도시계획도로,농공단지입구~소암리,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
종합약국~홍성역,36,126,36,126,은행나무,124,0,은행나무,대로3-1,도시계획도로,종합약국~홍성역,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
홍성KBS~한전입구,36,126,36,126,느티나무,38,0,느티나무,대로2-2,도시계획도로,홍성KBS~한전입구,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
썬크루즈~풍농주유소삼거리,36,126,36,126,왕벚나무,91,0,왕벚나무,대로2-1,도시계획도로,썬크루즈~풍농주유소삼거리,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
오성리진입로,36,126,36,126,"단풍나무, 감나무",78,0,"단풍나무, 감나무",농도303,농어촌도로,오성리진입로,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
장곡광성리내,36,126,36,126,감나무,366,0,감나무,농도303,농어촌도로,장곡광성리내,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
대인리~,36,126,36,126,무궁화,2924,0,무궁화,농도211,농어촌도로,대인리~,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
천수초교앞~이호리(저수지),36,126,36,126,왕벚나무,102,0,왕벚나무,농도201,농어촌도로,천수초교앞~이호리(저수지),041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
서부초~추양사,36,126,36,126,무궁화,320,0,무궁화,농도101,농어촌도로,서부초~추양사,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
구항면사무소~대정초교,36,126,36,126,왕벚나무,1083,0,왕벚나무,농도101,농어촌도로,구항면사무소~대정초교,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
구항농공단지진입로,36,126,36,126,"왕벚나무, 은행나무",218,0,"왕벚나무, 은행나무",농공단지,농어촌도로,구항농공단지진입로,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
금곡리~은하면경계,36,126,36,126,무궁화,1020,0,무궁화,군도8,군도,금곡리~은하면경계,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
담산리입구~광성리입구,36,126,36,126,"왕벚나무, 이팝나무",289,0,"왕벚나무, 이팝나무",군도7,군도,담산리입구~광성리입구,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
담산리입구~광성리입구,36,126,36,126,"왕벚나무, 이팝나무",349,0,"왕벚나무, 이팝나무",군도7,군도,담산리입구~광성리입구,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
봉신교~예산경계,36,126,36,126,"단풍나무, 감나무",550,0,"단풍나무, 감나무",군도4,군도,봉신교~예산경계,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
용봉초교~봉신교,36,126,36,126,왕벚나무,272,0,왕벚나무,군도4,군도,용봉초교~봉신교,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
오봉교~봉지마을입구,36,126,36,126,왕벚나무,120,0,왕벚나무,군도4,군도,오봉교~봉지마을입구,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
교항진료소~한용운생가입구,36,126,36,126,무궁화,320,0,무궁화,군도2,군도,교항진료소~한용운생가입구,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
읍내리~무량리,36,126,36,126,왕벚나무,164,0,왕벚나무,군도2,군도,읍내리~무량리,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
도막거리~월암리예산군계,36,126,36,126,이팝나무,320,0,이팝나무,군도19,군도,도막거리~월암리예산군계,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
군도18-목현리,36,126,36,126,"왕벚나무, 이팝나무",102,0,"왕벚나무, 이팝나무",군도18,군도,군도18-목현리,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
군도18-성호리,36,126,36,126,"왕벚나무, 이팝나무",190,0,"왕벚나무, 이팝나무",군도18,군도,군도18-성호리,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
군도18-성남리,36,126,36,126,"왕벚나무, 이팝나무",611,0,"왕벚나무, 이팝나무",군도18,군도,군도18-성남리,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
군도18-판교리,36,126,36,126,"왕벚나무, 이팝나무",121,0,"왕벚나무, 이팝나무",군도18,군도,군도18-판교리,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
군도18-신리,36,126,36,126,"왕벚나무, 이팝나무",296,0,"왕벚나무, 이팝나무",군도18,군도,군도18-신리,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
군도18-궁리,36,126,36,126,왕벚나무,211,0,왕벚나무,군도18,군도,군도18-궁리,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
군도18-상황리,36,126,36,126,왕벚나무,264,0,왕벚나무,군도18,군도,군도18-상황리,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
은하면사무소~목현리,36,126,36,126,왕벚나무,278,0,왕벚나무,군도16,군도,은하면사무소~목현리,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
대천삼거리~화봉리농공단지앞,36,126,36,126,왕벚나무,180,0,왕벚나무,군도16,군도,대천삼거리~화봉리농공단지앞,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
내현삼거리~은하면사무소,36,126,36,126,"은행나무, 배롱나무",323,0,"은행나무, 배롱나무",군도16,군도,내현삼거리~은하면사무소,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
내현삼거리~은하면사무소,36,126,36,126,"은행나무, 배롱나무",139,0,"은행나무, 배롱나무",군도16,군도,내현삼거리~은하면사무소,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
하리삼거리~조류탐사관입구,36,126,36,126,팥배나무,120,0,팥배나무,군도14,군도,하리삼거리~조류탐사관입구,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
남산천변,36,126,36,126,왕벚나무,1118,0,왕벚나무,남산천,기타,남산천변,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
새우젓전시관 주변,36,126,36,126,메타세콰이어,43,0,메타세콰이어,광천천,기타,새우젓전시관 주변,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
내법리내기마을진입로,36,126,36,126,"왕벚나무, 이팝나무, 메타세콰이어",196,0,"왕벚나무, 이팝나무, 메타세콰이어",홍성천,기타,내법리내기마을진입로,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
하늘채아파트~홍주교,36,126,36,126,이팝나무,119,0,이팝나무,홍성천,기타,하늘채아파트~홍주교,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
홍성구간,36,126,36,126,"느티나무, 둥근소나무",338,0,"느티나무, 둥근소나무",지방도602,지방도,홍성구간,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
광리입구~방조제,36,126,36,126,"왕벚나무, 이팝나무",900,0,"왕벚나무, 이팝나무",지방도96,지방도,광리입구~방조제,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
광천요금소~상지천사거리,36,126,36,126,"왕벚나무, 이팝나무",42,0,"왕벚나무, 이팝나무",지방도96,지방도,광천요금소~상지천사거리,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
하나로마트~하늘채아파트,36,126,36,126,단풍나무,27,0,단풍나무,중로3-5,도시계획도로,하나로마트~하늘채아파트,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
광천역~철도건널목,36,126,36,126,단풍나무,19,0,단풍나무,중로2-8,도시계획도로,광천역~철도건널목,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
청솔아파트~홍성초교,36,126,36,126,은행나무,56,0,은행나무,중로2-6,도시계획도로,청솔아파트~홍성초교,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
국도21~홍주성(월계천변),36,126,36,126,왕벚나무,41,0,왕벚나무,중로2-5,도시계획도로,국도21~홍주성(월계천변),041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
옹암교~담산리주차장,36,126,36,126,왕벚나무,824,0,왕벚나무,중로2-4,도시계획도로,옹암교~담산리주차장,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
군청뒤(홍주성길),36,126,36,126,"이팝나무, 소나무",61,0,"이팝나무, 소나무",중로2-3,도시계획도로,군청뒤(홍주성길),041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
월산택지지구내,36,126,36,126,왕벚나무,47,0,왕벚나무,중로2-12,도시계획도로,월산택지지구내,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
광천역~2호광장(오거리),36,126,36,126,은행나무,21,0,은행나무,중로2-12,도시계획도로,광천역~2호광장(오거리),041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
조양문~광천통사거리,36,126,36,126,이팝나무,45,0,이팝나무,중로2-1,도시계획도로,조양문~광천통사거리,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
홍성역앞길,36,126,36,126,"이팝나무, 소나무, 메타세콰이어",209,0,"이팝나무, 소나무, 메타세콰이어",중로1-13,도시계획도로,홍성역앞길,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
월산택지지구내,36,126,36,126,회화나무,53,0,회화나무,중로1-9,도시계획도로,월산택지지구내,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
김좌진장군동상~의사총사거리,36,126,36,126,느티나무,41,0,느티나무,중로1-4,도시계획도로,김좌진장군동상~의사총사거리,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
문회화관~우체국,36,126,36,126,왕벚나무,46,0,왕벚나무,중로1-3,도시계획도로,문회화관~우체국,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
우체국삼거리~홍성교사거리,36,126,36,126,"왕벚나무, 배롱나무, 소나무",187,0,"왕벚나무, 배롱나무, 소나무",중로1-3,도시계획도로,우체국삼거리~홍성교사거리,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
홍주고~LPG충전소삼거리,36,126,36,126,은행나무,23,0,은행나무,중로1-2,도시계획도로,홍주고~LPG충전소삼거리,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
홍남초사거리~경성아파트,36,126,36,126,이팝나무,37,0,이팝나무,중로1-2,도시계획도로,홍남초사거리~경성아파트,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
광천농공단지진입로,36,126,36,126,은행나무,176,0,은행나무,중로1-2,도시계획도로,광천농공단지진입로,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
월산택지지구내,36,126,36,126,회화나무,76,0,회화나무,중로1-12,도시계획도로,월산택지지구내,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
은하아파트~주공아파트,36,126,36,126,은행나무,81,0,은행나무,중로1-1,도시계획도로,은하아파트~주공아파트,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
부영아파트앞~의사1교,36,126,36,126,이팝나무,260,0,이팝나무,월계천,도시계획도로,부영아파트앞~의사1교,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
옹암교~정수장도시숲,36,126,36,126,왕벚나무,130,0,왕벚나무,소로3-30,도시계획도로,옹암교~정수장도시숲,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
홍성천변~홍성교,36,126,36,126,왕벚나무,74,0,왕벚나무,소로2-43,도시계획도로,홍성천변~홍성교,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
소향주유소~선크루즈,36,126,36,126,왕벚나무,251,0,왕벚나무,대로3-9,도시계획도로,소향주유소~선크루즈,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
홍성경찰서~혜전대학입구,36,126,36,126,은행나무,153,0,은행나무,대로3-8,도시계획도로,홍성경찰서~혜전대학입구,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
월산택지지구내,36,126,36,126,느티나무,89,0,느티나무,대로3-4,도시계획도로,월산택지지구내,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
덕산통사거리~홍여고사거리,36,126,36,126,이팝나무,123,0,이팝나무,대로3-3,도시계획도로,덕산통사거리~홍여고사거리,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
버스터미널 로타리  읍사무소,34.344231,126.363502,34.334241,126.362681,이팝나무,96,1,1,남부순환로,군도,버스터미널 로타리  읍사무소,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
고도리비타민마트  신명아파트,34.334976,126.355021,34.335857,126.354229,이팝나무,20,0.2,1,남부길,군도,고도리비타민마트  신명아파트,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
군청  광주은행,34.341241,126.362761,34.348011,126.362841,왕벚나무,11,0.8,1,군청길,군도,군청  광주은행,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
고산유적지 진입로 구간,34.323608,126.363833,34.324861,126.371343,배롱나무,92,0.7,1,녹우당길,군도,고산유적지 진입로 구간,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
평남교차로  삼산면 경계,34.334407,126.361445,34.321257,126.365047,왕벚나무,478,3.8,1,고산로,군도,평남교차로  삼산면 경계,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
면소재지  약수터 입구,34.315781,126.364058,34.285633,126.394011,왕벚나무,667,5.3,1,오소재로,군도,면소재지  약수터 입구,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
삼산경계  삼산하나로마트,34.321257,126.365047,34.315781,126.364058,왕벚나무,267,2,1,고산로,군도,삼산경계  삼산하나로마트,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
삼산하나로마트  매정마을,34.315781,126.364058,34.301158,126.364984,메타세쿼이아,137,1,1,고산로,군도,삼산하나로마트  매정마을,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
매정사거리  도립공원사무소,34.301158,126.364984,34.293884,126.378921,왕벚나무,74,0.6,1,대흥사길,군도,매정사거리  도립공원사무소,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
도립공원 사무소  대흥사매표소앞,34.293884,126.378921,34.292956,126.379711,느티나무,57,0.5,1,대흥사길,군도,도립공원 사무소  대흥사매표소앞,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
유스호텔 진입로  유스호텔,34.294391,126.378371,34.293345,126.374361,청단풍,251,2,1,대흥사길,군도,유스호텔 진입로  유스호텔,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
삼산어성교  저산마을,34.312377,126.333337,34.321297,126.341787,왕벚나무,117,0.9,1,해남화산로,군도,삼산어성교  저산마을,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
농암  어성교삼거리,34.312377,126.333337,34.310511,126.332101,왕벚나무,71,0.5,1,해남화산로,군도,농암  어성교삼거리,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
송정  어성교 삼거리,34.528823,126.574422,34.525564,126.556851,당종려나무,540,0.5,1,농어촌도로102호,군도,송정  어성교 삼거리,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
원진  시등삼거리,34.312377,126.333337,34.304896,126.334351,왕벚나무,62,0.5,1,해남화산로,군도,원진  시등삼거리,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
화산경계  원진,34.304896,126.334311,34.302322,126.324061,은행나무,7,0.2,1,해남화산로,군도,화산경계  원진,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
창리  도토마을,34.314809,126.351366,34.313546,126.344576,당종려,125,0.8,1,창리길,군도,창리  도토마을,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
창리마을  용두마을,34.314809,126.351366,34.315285,126.354448,당종려,300,2,1,창리길,군도,도토마을  용두마을,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
면소재지  해창,34.291851,126.305981,34.305034,126.321733,왕벚나무,88,0.7,1,해남화산로,군도,면소재지  해창,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
구성마을 입구  구성마을,34.262717,126.285026,34.263616,126.283511,왕벚나무,323,2.5,1,평호길,군도,구성마을 입구  구성마을,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
학동삼거리  해남경찰서,34.343636,126.351781,34.334535,126.362442,느티나무,404,3.2,1,남부순환로,군도,학동삼거리  해남경찰서,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
우슬경기장 내,34.342281,126.371431,34.335877,126.372324,느티나무,211,1.6,1,해남로,군도,우슬경기장 내,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
학동삼거리  장공업사,34.343636,126.351781,34.343055,126.352189,이팝나무,103,1,1,북부순환로,군도,학동삼거리  장공업사,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
장공업사  선비골,34.343055,126.352189,34.341718,126.362581,이팝나무,101,1,1,북부순환로,군도,장공업사  선비골,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
선비골  백두1차(통뼈),34.341718,126.362581,34.344841,126.364244,이팝나무,122,1,1,북부순환로,군도,선비골  백두1차(통뼈),061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
해남법원  새시대아파트(향원),34.341832,126.353469,34.342958,126.354418,이팝나무,72,1,1,구교1길,군도,해남법원  새시대아파트(향원),061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
광주철물  주공1차 아파트,34.341429,126.354114,34.342254,126.354533,이팝나무,43,1,1,중앙1로,군도,광주철물  주공1차 아파트,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
해고입구  대흥사우나 2,34.342258,126.355382,34.341948,126.363231,이팝나무,51,0.5,1,군청길,군도,해고입구  대흥사우나 2,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
버스터미널 로타리  만재가든,34.344231,126.363502,34.342468,126.352311,이팝나무,67,1,1,중앙1로,군도,버스터미널 로타리  만재가든,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
경찰서  동아웨딩홀,34.334535,126.362442,34.348441,126.355678,이팝나무,63,1,1,영빈로,군도,경찰서  동아웨딩홀,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
금호장  해남오피스텔,34.343711,126.363887,34.335163,126.363315,이팝나무,40,0.5,1,교육청길,군도,금호장  해남오피스텔,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
평남교차로(LG전자)  한양마트,34.334407,126.361445,34.335399,126.361196,이팝나무,38,0.3,1,홍교로,군도,평남교차로(LG전자)  한양마트,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
부동마을  신흥회관,34.392942,126.231857,34.403773,126.223511,왕벚나무,394,3,1,부동길,군도,부동마을  신흥회관,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
진입로~요금소,36,126,36,126,"소나무, 팥배나무",201,0,"소나무, 팥배나무",홍성IC,기타,진입로~요금소,041-630-1268,홍성군청,2019-09-20,4600000,충청남도 홍성군
고천암방조제  황산경계,34.301286,126.282584,34.303311,126.281311,왕벚나무,97,0.7,1,고천암로,군도,고천암방조제  황산경계,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
송평마을  구성마을,34.262717,126.285026,34.255277,126.284865,모감주나무,133,1.4,1,송평로,군도,송평마을  구성마을,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
사포마을  구성마을,34.262717,126.285026,34.265236,126.291597,후박나무,13,0.7,1,송평로,군도,사포마을  구성마을,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
송평해수욕장 (호정민박  송평마을),34.262717,126.285026,34.263668,126.274445,배롱나무,267,2.1,1,평호길,군도,송평해수욕장 (호정민박  송평마을),061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
연곡입구  연곡마을,34.303928,126.301106,34.305404,126.303571,동백나무,153,0.9,1,연곡길,군도,연곡입구  연곡마을,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
현산면 구시리  장고개,34.284256,126.325389,34.291258,126.315668,은행나무,27,0.2,1,해남화산로,군도,현산면 구시리  장고개,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
월송  송지경계,34.244442,126.353013,34.232577,126.335959,왕벚나무,153,1.2,1,달마로,군도,월송  송지경계,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
송지산정 - 송호,34.215221,126.314341,34.184888,126.311052,청단풍,173,1.3,1,땅끝해안로,군도,송지산정 - 송호,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
산정  대죽,34.215221,126.314341,34.204541,126.312601,후박나무,92,0.7,1,대죽길,군도,산정  대죽,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
통호리  사구미,34.198491,126.333937,34.193881,126.353981,후박나무,70,0.5,1,땅끝해안로,군도,통호리  사구미,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
조개체험장  대죽,34.204541,126.312601,34.211875,126.321434,왕벚나무,244,1.9,1,땅끝해안로,군도,조개체험장  대죽,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
가차  산정사거리,34.234314,126.304917,34.215221,126.314341,배롱나무,551,3.3,1,땅끝해안로,군도,가차  산정사거리,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
마봉마을  도솔암진입로,34.214144,126.323671,34.204642,126.331961,왕벚나무,280,2.2,1,마봉송종길,군도,마봉마을  도솔암진입로,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
송지 석수  서정리,34.221274,126.313636,34.230641,126.334117,왕벚나무,290,2,1,달마로,군도,송지 석수  서정리,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
송호리 오르막차로,34.312293,126.523398,34.306254,126.524006,후박나무,100,0.1,1,땅끝해안로,군도,송호리 오르막차로,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
강진경계   해남교차로,34.412041,126.413394,34.332322,126.353154,먼나무,1668,26,1,공룡대로,일반국도,강진경계   해남교차로,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
